Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,cogs,gross income,Rating
837-55-7229,Mandalay,Normal,Female,Fashion accessories,47.44,1,49.812,2019-02-22,18,Credit card,47.44,2.372,6.8
751-69-0068,Naypyitaw,Normal,Male,Sports and travel,99.24,9,937.818,2019-03-19,19,Ewallet,893.16,44.658,9.0
257-73-1380,Naypyitaw,Member,Male,Sports and travel,82.93,4,348.306,2019-01-20,16,Ewallet,331.72,16.586,9.6
345-08-4992,Yangon,Normal,Male,Home and lifestyle,33.99,6,214.137,2019-03-08,15,Credit card,203.94,10.197,7.7
549-96-4200,Naypyitaw,Member,Male,Food and beverages,17.04,4,71.568,2019-03-08,20,Ewallet,68.16,3.408,7.0
810-60-6344,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,343.224,2019-02-07,14,Credit card,326.88,16.344,6.5
450-28-2866,Naypyitaw,Member,Male,Food and beverages,17.44,5,91.56,2019-01-15,19,Cash,87.2,4.36,8.1
394-30-3170,Mandalay,Member,Female,Sports and travel,88.43,8,742.812,2019-03-22,19,Credit card,707.44,35.372,4.3
138-17-5109,Yangon,Member,Female,Home and lifestyle,89.21,9,843.0345,2019-01-15,15,Credit card,802.89,40.1445,6.5
192-98-7397,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,13.419,2019-01-08,14,Ewallet,12.78,0.639,9.5
301-11-9629,Yangon,Normal,Female,Sports and travel,19.1,7,140.385,2019-01-15,10,Cash,133.7,6.685,9.7
390-80-5128,Mandalay,Member,Female,Health and beauty,19.15,1,20.1075,2019-01-28,17,Credit card,19.15,0.9575,9.5
235-46-8343,Naypyitaw,Member,Male,Food and beverages,27.66,10,290.43,2019-02-14,11,Credit card,276.6,13.83,8.9
453-12-7053,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,144.081,2019-03-10,17,Credit card,137.22,6.861,6.5
296-11-7041,Mandalay,Member,Female,Health and beauty,27.07,1,28.4235,2019-01-12,20,Credit card,27.07,1.3535,5.3
449-27-2918,Mandalay,Member,Female,Sports and travel,39.12,1,41.076,2019-03-26,11,Credit card,39.12,1.956,9.6
891-01-7034,Mandalay,Normal,Female,Electronic accessories,74.71,6,470.673,2019-01-01,19,Cash,448.26,22.413,6.7
744-09-5786,Mandalay,Normal,Male,Electronic accessories,22.01,6,138.663,2019-01-02,18,Cash,132.06,6.603,7.6
727-17-0390,Yangon,Normal,Female,Food and beverages,63.61,5,333.9525,2019-03-16,12,Ewallet,318.05,15.9025,4.8
568-88-3448,Yangon,Normal,Male,Health and beauty,25.0,1,26.25,2019-03-03,15,Ewallet,25.0,1.25,5.5
187-83-5490,Yangon,Member,Male,Electronic accessories,20.77,4,87.234,2019-01-31,13,Cash,83.08,4.154,4.7
767-54-1907,Mandalay,Member,Female,Fashion accessories,29.56,5,155.19,2019-02-13,16,Cash,147.8,7.39,6.9
710-46-4433,Mandalay,Member,Female,Food and beverages,77.4,9,731.43,2019-02-15,14,Credit card,696.6,34.83,4.5
533-33-5337,Mandalay,Normal,Male,Electronic accessories,79.39,10,833.595,2019-02-07,20,Cash,793.9,39.695,6.2
325-90-8763,Naypyitaw,Member,Female,Electronic accessories,46.57,10,488.985,2019-01-27,13,Cash,465.7,23.285,7.6
729-46-7422,Naypyitaw,Normal,Male,Food and beverages,35.89,1,37.6845,2019-02-23,16,Credit card,35.89,1.7945,7.9
639-76-1242,Naypyitaw,Normal,Male,Food and beverages,40.52,5,212.73,2019-02-03,15,Cash,202.6,10.13,4.5
234-03-4040,Mandalay,Member,Female,Food and beverages,73.05,10,767.025,2019-03-03,12,Credit card,730.5,36.525,8.7
326-71-2155,Naypyitaw,Normal,Female,Sports and travel,73.95,4,310.59,2019-02-03,10,Cash,295.8,14.79,6.1
320-32-8842,Naypyitaw,Member,Female,Food and beverages,22.62,1,23.751,2019-03-17,18,Cash,22.62,1.131,6.4
470-32-9057,Yangon,Member,Male,Food and beverages,51.34,5,269.535,2019-03-28,15,Credit card,256.7,12.835,9.1
878-30-2331,Naypyitaw,Member,Female,Sports and travel,54.55,10,572.775,2019-03-02,11,Credit card,545.5,27.275,7.1
440-59-5691,Naypyitaw,Member,Female,Health and beauty,37.15,7,273.0525,2019-02-08,13,Credit card,260.05,13.0025,7.7
554-53-3790,Mandalay,Normal,Male,Sports and travel,37.02,6,233.226,2019-03-22,18,Cash,222.12,11.106,4.5
746-19-0921,Naypyitaw,Normal,Male,Food and beverages,21.58,1,22.659,2019-02-09,10,Ewallet,21.58,1.079,7.2
233-34-0817,Naypyitaw,Member,Female,Electronic accessories,98.84,1,103.782,2019-02-15,11,Cash,98.84,4.942,8.4
767-05-1286,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,527.751,2019-01-23,12,Ewallet,502.62,25.131,5.4
340-21-9136,Yangon,Member,Female,Sports and travel,40.05,4,168.21,2019-01-25,11,Cash,160.2,8.01,9.7
405-31-3305,Yangon,Member,Male,Fashion accessories,43.13,10,452.865,2019-02-02,18,Credit card,431.3,21.565,5.5
731-59-7531,Mandalay,Member,Male,Health and beauty,72.57,8,609.588,2019-03-30,17,Cash,580.56,29.028,4.6
676-39-6028,Yangon,Member,Female,Electronic accessories,64.44,5,338.31,2019-03-30,17,Cash,322.2,16.11,6.6
502-05-1910,Yangon,Normal,Male,Health and beauty,65.18,3,205.317,2019-02-25,20,Credit card,195.54,9.777,6.3
485-30-8700,Yangon,Normal,Female,Sports and travel,33.26,5,174.615,2019-03-18,16,Credit card,166.3,8.315,4.2
598-47-9715,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,353.094,2019-03-07,16,Ewallet,336.28,16.814,4.4
701-69-8742,Mandalay,Normal,Male,Sports and travel,34.37,10,360.885,2019-03-16,10,Ewallet,343.7,17.185,6.7
575-67-1508,Yangon,Normal,Male,Electronic accessories,38.6,1,40.53,2019-01-29,11,Ewallet,38.6,1.93,6.7
541-08-3113,Naypyitaw,Normal,Male,Food and beverages,65.97,8,554.148,2019-02-02,20,Cash,527.76,26.388,8.4
246-11-3901,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,344.4,2019-02-15,12,Cash,328.0,16.4,6.2
674-15-9296,Yangon,Normal,Male,Sports and travel,37.14,5,194.985,2019-01-08,13,Ewallet,185.7,9.285,5.0
305-18-3552,Mandalay,Member,Male,Home and lifestyle,60.38,10,633.99,2019-02-12,16,Cash,603.8,30.19,6.0
493-65-6248,Naypyitaw,Member,Female,Sports and travel,36.98,10,388.29,2019-01-01,19,Credit card,369.8,18.49,7.0
438-01-4015,Mandalay,Member,Female,Sports and travel,49.49,4,207.858,2019-03-21,15,Ewallet,197.96,9.898,6.6
709-58-4068,Mandalay,Normal,Female,Fashion accessories,41.09,10,431.445,2019-02-28,14,Cash,410.9,20.545,7.3
795-49-7276,Yangon,Normal,Male,Fashion accessories,37.15,4,156.03,2019-03-23,18,Ewallet,148.6,7.43,8.3
556-72-8512,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,24.108,2019-01-30,20,Cash,22.96,1.148,4.3
627-95-3243,Mandalay,Member,Female,Home and lifestyle,77.68,9,734.076,2019-02-04,13,Ewallet,699.12,34.956,9.8
686-41-0932,Mandalay,Normal,Female,Fashion accessories,34.7,2,72.87,2019-03-13,19,Ewallet,69.4,3.47,8.2
510-09-5628,Yangon,Member,Female,Fashion accessories,19.66,10,206.43,2019-03-15,18,Credit card,196.6,9.83,7.2
608-04-3797,Mandalay,Member,Female,Health and beauty,25.32,8,212.688,2019-03-05,20,Ewallet,202.56,10.128,8.7
148-82-2527,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,127.26,2019-03-05,13,Credit card,121.2,6.06,8.4
437-53-3084,Mandalay,Normal,Male,Fashion accessories,99.89,2,209.769,2019-02-26,11,Ewallet,199.78,9.989,7.1
632-32-4574,Mandalay,Normal,Male,Sports and travel,75.92,8,637.728,2019-03-20,14,Cash,607.36,30.368,5.5
556-97-7101,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,132.762,2019-01-01,15,Cash,126.44,6.322,8.5
862-59-8517,Naypyitaw,Normal,Female,Food and beverages,90.24,6,568.512,2019-01-27,11,Cash,541.44,27.072,6.2
401-18-8016,Mandalay,Member,Female,Sports and travel,98.13,1,103.0365,2019-01-21,17,Cash,98.13,4.9065,8.9
420-18-8989,Yangon,Member,Female,Sports and travel,51.52,8,432.768,2019-02-02,15,Cash,412.16,20.608,9.6
277-63-2961,Mandalay,Member,Male,Sports and travel,73.97,1,77.6685,2019-02-03,15,Credit card,73.97,3.6985,5.4
573-98-8548,Naypyitaw,Member,Female,Fashion accessories,31.9,1,33.495,2019-01-05,12,Ewallet,31.9,1.595,9.1
620-02-2046,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,145.74,2019-01-27,19,Ewallet,138.8,6.94,9.0
282-35-2475,Mandalay,Normal,Female,Sports and travel,93.31,2,195.951,2019-03-25,17,Cash,186.62,9.331,6.3
511-54-3087,Mandalay,Normal,Male,Sports and travel,88.45,1,92.8725,2019-02-25,16,Credit card,88.45,4.4225,9.5
726-29-6793,Yangon,Member,Male,Electronic accessories,24.18,8,203.112,2019-01-28,20,Ewallet,193.44,9.672,9.8
387-49-4215,Mandalay,Member,Female,Sports and travel,48.5,3,152.775,2019-01-08,12,Cash,145.5,7.275,6.7
862-17-9201,Mandalay,Normal,Female,Food and beverages,84.05,6,529.515,2019-01-29,10,Credit card,504.3,25.215,7.7
291-21-5991,Mandalay,Member,Male,Health and beauty,61.29,5,321.7725,2019-03-29,14,Cash,306.45,15.3225,7.0
602-80-9671,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,100.485,2019-02-09,17,Credit card,95.7,4.785,5.1
347-72-6115,Mandalay,Member,Female,Sports and travel,90.74,7,666.939,2019-01-16,18,Credit card,635.18,31.759,6.2
209-61-0206,Yangon,Normal,Female,Home and lifestyle,42.91,5,225.2775,2019-01-05,17,Ewallet,214.55,10.7275,6.1
595-27-4851,Yangon,Normal,Female,Fashion accessories,54.28,7,398.958,2019-01-27,18,Ewallet,379.96,18.998,9.3
189-52-0236,Yangon,Normal,Male,Electronic accessories,99.55,7,731.6925,2019-03-14,12,Cash,696.85,34.8425,7.6
503-07-0930,Naypyitaw,Member,Male,Sports and travel,58.39,7,429.1665,2019-02-23,19,Credit card,408.73,20.4365,8.2
413-20-6708,Naypyitaw,Member,Female,Fashion accessories,51.47,1,54.0435,2019-03-18,15,Ewallet,51.47,2.5735,8.5
425-85-2085,Mandalay,Member,Male,Health and beauty,54.86,5,288.015,2019-03-29,16,Ewallet,274.3,13.715,9.8
521-18-7827,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,206.7975,2019-01-22,20,Credit card,196.95,9.8475,8.7
220-28-1851,Yangon,Normal,Male,Home and lifestyle,34.73,2,72.933,2019-03-01,18,Ewallet,69.46,3.473,9.7
600-38-9738,Naypyitaw,Member,Male,Sports and travel,71.92,5,377.58,2019-01-17,15,Credit card,359.6,17.98,4.3
734-91-1155,Mandalay,Normal,Female,Electronic accessories,45.71,3,143.9865,2019-03-26,10,Credit card,137.13,6.8565,7.7
451-28-5717,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,523.971,2019-03-20,11,Cash,499.02,24.951,7.3
609-81-8548,Yangon,Member,Female,Home and lifestyle,37.44,6,235.872,2019-02-06,13,Credit card,224.64,11.232,5.9
133-14-7229,Naypyitaw,Normal,Male,Health and beauty,62.87,2,132.027,2019-01-01,11,Cash,125.74,6.287,5.0
534-01-4457,Yangon,Normal,Male,Food and beverages,81.71,6,514.773,2019-01-27,14,Credit card,490.26,24.513,8.0
719-89-8991,Yangon,Member,Female,Sports and travel,91.41,5,479.9025,2019-02-25,16,Ewallet,457.05,22.8525,7.1
286-62-6248,Mandalay,Normal,Male,Fashion accessories,39.21,4,164.682,2019-01-16,20,Credit card,156.84,7.842,9.0
339-38-9982,Mandalay,Member,Male,Fashion accessories,59.86,2,125.706,2019-01-13,14,Ewallet,119.72,5.986,6.7
827-44-5872,Mandalay,Member,Female,Food and beverages,54.36,10,570.78,2019-02-07,11,Credit card,543.6,27.18,6.1
827-77-7633,Yangon,Normal,Male,Sports and travel,98.09,9,926.9505,2019-02-17,19,Cash,882.81,44.1405,9.3
287-83-1405,Yangon,Normal,Male,Health and beauty,25.43,6,160.209,2019-02-12,19,Ewallet,152.58,7.629,7.0
435-13-4908,Yangon,Member,Male,Fashion accessories,86.68,8,728.112,2019-01-24,18,Credit card,693.44,34.672,7.2
857-67-9057,Mandalay,Normal,Male,Electronic accessories,22.95,10,240.975,2019-02-06,19,Ewallet,229.5,11.475,8.2
236-27-1144,Naypyitaw,Normal,Female,Food and beverages,16.31,9,154.1295,2019-03-26,10,Ewallet,146.79,7.3395,8.4
892-05-6689,Yangon,Normal,Female,Home and lifestyle,28.32,5,148.68,2019-03-11,13,Ewallet,141.6,7.08,6.2
583-41-4548,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,122.5245,2019-02-07,11,Ewallet,116.69,5.8345,7.4
339-12-4827,Mandalay,Member,Female,Fashion accessories,73.96,1,77.658,2019-01-05,11,Credit card,73.96,3.698,5.0
643-38-7867,Yangon,Normal,Male,Home and lifestyle,97.94,1,102.837,2019-03-07,11,Ewallet,97.94,4.897,6.9
308-81-0538,Yangon,Normal,Female,Fashion accessories,73.05,4,306.81,2019-02-25,17,Credit card,292.2,14.61,4.9
358-88-9262,Naypyitaw,Member,Female,Food and beverages,87.48,6,551.124,2019-02-01,18,Ewallet,524.88,26.244,5.1
460-35-4390,Yangon,Normal,Male,Home and lifestyle,30.68,3,96.642,2019-01-22,11,Ewallet,92.04,4.602,9.1
343-87-0864,Naypyitaw,Member,Male,Health and beauty,75.88,1,79.674,2019-01-03,10,Credit card,75.88,3.794,7.1
173-50-1108,Mandalay,Member,Female,Sports and travel,20.18,4,84.756,2019-02-13,12,Credit card,80.72,4.036,5.0
243-47-2663,Naypyitaw,Member,Male,Electronic accessories,18.77,6,118.251,2019-01-28,16,Credit card,112.62,5.631,5.5
841-18-8232,Mandalay,Normal,Female,Food and beverages,71.2,1,74.76,2019-01-05,20,Credit card,71.2,3.56,9.2
701-23-5550,Mandalay,Member,Male,Home and lifestyle,38.81,4,163.002,2019-03-19,13,Ewallet,155.24,7.762,4.9
647-50-1224,Yangon,Normal,Female,Fashion accessories,29.42,10,308.91,2019-01-12,16,Ewallet,294.2,14.71,8.9
541-48-8554,Yangon,Normal,Male,Sports and travel,60.95,9,575.9775,2019-01-07,12,Credit card,548.55,27.4275,6.0
539-21-7227,Mandalay,Normal,Female,Sports and travel,51.54,5,270.585,2019-01-26,17,Cash,257.7,12.885,4.2
213-32-1216,Yangon,Normal,Female,Electronic accessories,66.06,6,416.178,2019-01-23,10,Cash,396.36,19.818,7.3
747-58-7183,Mandalay,Normal,Male,Fashion accessories,57.27,3,180.4005,2019-02-09,20,Ewallet,171.81,8.5905,6.5
582-52-8065,Mandalay,Normal,Female,Fashion accessories,54.31,9,513.2295,2019-02-22,10,Cash,488.79,24.4395,8.9
210-57-1719,Mandalay,Normal,Female,Health and beauty,58.24,9,550.368,2019-02-05,12,Cash,524.16,26.208,9.7
399-69-4630,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,139.923,2019-03-07,10,Credit card,133.26,6.663,8.6
134-75-2619,Yangon,Member,Male,Electronic accessories,19.32,7,142.002,2019-03-25,18,Cash,135.24,6.762,6.9
356-44-8813,Mandalay,Normal,Male,Home and lifestyle,37.48,3,118.062,2019-01-20,13,Credit card,112.44,5.622,7.7
198-66-9832,Mandalay,Member,Female,Fashion accessories,72.04,2,151.284,2019-02-04,19,Cash,144.08,7.204,9.5
283-26-5248,Naypyitaw,Member,Female,Food and beverages,98.52,10,1034.46,2019-01-30,20,Ewallet,985.2,49.26,4.5
712-39-0363,Yangon,Member,Male,Food and beverages,41.66,6,262.458,2019-01-02,15,Ewallet,249.96,12.498,5.6
218-59-9410,Yangon,Member,Female,Home and lifestyle,72.42,3,228.123,2019-03-29,16,Ewallet,217.26,10.863,8.2
174-75-0888,Mandalay,Normal,Male,Electronic accessories,21.58,9,203.931,2019-03-14,12,Cash,194.22,9.711,7.3
866-99-7614,Naypyitaw,Normal,Male,Food and beverages,89.2,10,936.6,2019-02-11,15,Credit card,892.0,44.6,4.4
134-54-4720,Mandalay,Normal,Female,Electronic accessories,42.42,8,356.328,2019-01-30,13,Ewallet,339.36,16.968,5.7
760-90-2357,Yangon,Member,Male,Electronic accessories,74.51,6,469.413,2019-03-20,15,Ewallet,447.06,22.353,5.0
514-37-2845,Mandalay,Normal,Male,Fashion accessories,99.25,2,208.425,2019-03-20,13,Cash,198.5,9.925,9.0
698-98-5964,Yangon,Normal,Female,Food and beverages,81.21,10,852.705,2019-01-17,13,Credit card,812.1,40.605,6.3
718-57-9773,Naypyitaw,Normal,Female,Sports and travel,49.33,10,517.965,2019-02-03,16,Credit card,493.3,24.665,9.4
651-88-7328,Yangon,Normal,Female,Fashion accessories,65.74,9,621.243,2019-01-01,13,Cash,591.66,29.583,7.7
241-11-2261,Mandalay,Normal,Female,Fashion accessories,79.86,7,586.971,2019-01-10,10,Credit card,559.02,27.951,5.5
408-26-9866,Naypyitaw,Normal,Female,Sports and travel,73.98,7,543.753,2019-03-02,16,Ewallet,517.86,25.893,4.1
834-83-1826,Mandalay,Member,Female,Home and lifestyle,82.04,5,430.71,2019-02-25,17,Credit card,410.2,20.51,7.6
343-61-3544,Mandalay,Member,Male,Sports and travel,26.67,10,280.035,2019-01-29,11,Cash,266.7,13.335,8.6
239-48-4278,Yangon,Member,Male,Food and beverages,10.13,7,74.4555,2019-03-10,19,Ewallet,70.91,3.5455,8.3
355-34-6244,Mandalay,Normal,Male,Food and beverages,72.39,2,152.019,2019-01-13,19,Credit card,144.78,7.239,8.1
550-84-8664,Yangon,Normal,Male,Sports and travel,85.91,5,451.0275,2019-03-22,14,Credit card,429.55,21.4775,8.6
339-96-8318,Mandalay,Member,Male,Fashion accessories,81.31,7,597.6285,2019-03-01,19,Ewallet,569.17,28.4585,6.3
458-61-0011,Mandalay,Normal,Male,Food and beverages,60.3,4,253.26,2019-02-20,18,Cash,241.2,12.06,5.8
592-34-6155,Naypyitaw,Normal,Male,Food and beverages,31.77,4,133.434,2019-01-14,14,Ewallet,127.08,6.354,6.2
797-88-0493,Yangon,Normal,Female,Health and beauty,64.27,4,269.934,2019-03-26,13,Cash,257.08,12.854,7.7
207-73-1363,Mandalay,Normal,Male,Health and beauty,69.51,2,145.971,2019-03-01,12,Ewallet,139.02,6.951,8.1
390-31-6381,Naypyitaw,Normal,Male,Food and beverages,27.22,3,85.743,2019-01-07,12,Cash,81.66,4.083,7.3
443-82-0585,Yangon,Member,Female,Health and beauty,77.68,4,326.256,2019-02-01,19,Cash,310.72,15.536,8.4
339-18-7061,Naypyitaw,Member,Female,Fashion accessories,92.98,2,195.258,2019-02-13,15,Credit card,185.96,9.298,8.0
359-90-3665,Mandalay,Member,Female,Fashion accessories,18.08,4,75.936,2019-01-14,18,Credit card,72.32,3.616,9.5
375-72-3056,Mandalay,Normal,Male,Sports and travel,63.06,3,198.639,2019-01-19,15,Ewallet,189.18,9.459,7.0
127-47-6963,Yangon,Normal,Male,Health and beauty,51.71,4,217.182,2019-03-09,13,Credit card,206.84,10.342,9.8
278-86-2735,Yangon,Normal,Female,Food and beverages,52.34,3,164.871,2019-03-27,14,Cash,157.02,7.851,9.2
695-28-6250,Yangon,Normal,Female,Sports and travel,43.06,5,226.065,2019-02-04,16,Ewallet,215.3,10.765,7.7
379-17-6588,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,625.905,2019-03-14,11,Cash,596.1,29.805,5.3
227-50-3718,Yangon,Normal,Male,Health and beauty,14.62,5,76.755,2019-03-04,12,Cash,73.1,3.655,4.4
302-15-2162,Naypyitaw,Member,Male,Health and beauty,46.53,6,293.139,2019-03-03,10,Credit card,279.18,13.959,4.3
788-07-8452,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,178.164,2019-01-27,17,Ewallet,169.68,8.484,9.4
560-49-6611,Yangon,Member,Female,Sports and travel,45.58,1,47.859,2019-02-07,14,Cash,45.58,2.279,9.8
880-35-0356,Yangon,Member,Female,Sports and travel,75.2,3,236.88,2019-02-05,11,Ewallet,225.6,11.28,4.8
585-11-6748,Mandalay,Member,Male,Sports and travel,96.8,3,304.92,2019-03-15,13,Cash,290.4,14.52,5.3
470-31-3286,Mandalay,Normal,Male,Health and beauty,14.82,3,46.683,2019-03-01,11,Credit card,44.46,2.223,8.7
152-68-2907,Yangon,Normal,Male,Food and beverages,52.2,3,164.43,2019-02-15,13,Credit card,156.6,7.83,9.5
123-35-4896,Naypyitaw,Normal,Female,Sports and travel,46.66,9,440.937,2019-02-17,19,Ewallet,419.94,20.997,5.3
258-69-7810,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,193.4625,2019-01-26,18,Cash,184.25,9.2125,9.2
334-64-2006,Yangon,Member,Female,Home and lifestyle,70.32,2,147.672,2019-03-24,14,Ewallet,140.64,7.032,9.6
219-61-4139,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,87.234,2019-01-23,17,Ewallet,83.08,4.154,6.4
881-41-7302,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,68.2395,2019-01-26,10,Credit card,64.99,3.2495,4.5
373-09-4567,Naypyitaw,Normal,Male,Food and beverages,77.56,10,814.38,2019-03-14,20,Ewallet,775.6,38.78,6.9
642-30-6693,Mandalay,Normal,Female,Sports and travel,54.51,6,343.413,2019-03-17,13,Ewallet,327.06,16.353,7.8
484-22-8230,Naypyitaw,Member,Female,Fashion accessories,51.89,7,381.3915,2019-01-08,20,Cash,363.23,18.1615,4.5
830-58-2383,Mandalay,Normal,Male,Home and lifestyle,31.75,4,133.35,2019-02-08,15,Cash,127.0,6.35,8.6
559-98-9873,Yangon,Member,Female,Fashion accessories,53.65,7,394.3275,2019-02-10,12,Ewallet,375.55,18.7775,5.2
544-32-5024,Naypyitaw,Member,Female,Food and beverages,49.79,4,209.118,2019-03-28,19,Credit card,199.16,9.958,6.4
318-12-0304,Yangon,Normal,Male,Fashion accessories,30.61,1,32.1405,2019-01-23,12,Ewallet,30.61,1.5305,5.2
349-97-8902,Mandalay,Member,Male,Food and beverages,57.89,2,121.569,2019-01-17,10,Ewallet,115.78,5.789,8.9
421-95-9805,Yangon,Normal,Female,Electronic accessories,28.96,1,30.408,2019-02-07,10,Credit card,28.96,1.448,6.2
277-35-5865,Naypyitaw,Member,Female,Food and beverages,98.97,9,935.2665,2019-03-09,11,Cash,890.73,44.5365,6.7
789-23-8625,Mandalay,Member,Male,Fashion accessories,93.22,3,293.643,2019-01-24,11,Cash,279.66,13.983,7.2
284-54-4231,Naypyitaw,Member,Male,Sports and travel,80.93,1,84.9765,2019-01-19,16,Credit card,80.93,4.0465,9.0
443-59-0061,Yangon,Member,Male,Food and beverages,67.45,10,708.225,2019-02-03,11,Ewallet,674.5,33.725,4.2
509-29-3912,Yangon,Member,Female,Sports and travel,38.72,9,365.904,2019-03-20,12,Ewallet,348.48,17.424,4.2
327-40-9673,Mandalay,Member,Male,Sports and travel,72.6,6,457.38,2019-01-13,19,Cash,435.6,21.78,6.9
840-19-2096,Naypyitaw,Member,Male,Electronic accessories,87.91,5,461.5275,2019-03-14,18,Ewallet,439.55,21.9775,4.4
828-46-6863,Yangon,Member,Male,Food and beverages,98.53,6,620.739,2019-01-23,11,Credit card,591.18,29.559,4.0
641-96-3695,Naypyitaw,Member,Female,Fashion accessories,43.46,6,273.798,2019-02-07,17,Ewallet,260.76,13.038,8.5
420-97-3340,Yangon,Normal,Female,Food and beverages,71.68,3,225.792,2019-03-28,15,Credit card,215.04,10.752,9.2
436-54-4512,Yangon,Member,Female,Food and beverages,91.61,1,96.1905,2019-03-20,19,Cash,91.61,4.5805,9.8
670-79-6321,Mandalay,Member,Female,Home and lifestyle,94.59,7,695.2365,2019-01-17,15,Credit card,662.13,33.1065,4.9
852-62-7105,Mandalay,Normal,Female,Fashion accessories,83.25,10,874.125,2019-01-12,11,Credit card,832.5,41.625,4.4
598-06-7312,Mandalay,Member,Male,Fashion accessories,91.35,1,95.9175,2019-02-16,15,Cash,91.35,4.5675,6.8
135-13-8269,Mandalay,Member,Female,Food and beverages,78.88,2,165.648,2019-01-26,16,Cash,157.76,7.888,9.1
816-57-2053,Yangon,Normal,Male,Sports and travel,60.87,2,127.827,2019-03-09,12,Ewallet,121.74,6.087,8.7
628-90-8624,Mandalay,Member,Male,Health and beauty,82.58,10,867.09,2019-03-14,14,Cash,825.8,41.29,5.0
856-66-2701,Yangon,Member,Male,Home and lifestyle,53.3,3,167.895,2019-01-25,14,Ewallet,159.9,7.995,7.5
308-39-1707,Yangon,Normal,Female,Fashion accessories,12.09,1,12.6945,2019-01-26,18,Credit card,12.09,0.6045,8.2
149-61-1929,Yangon,Normal,Male,Sports and travel,64.19,10,673.995,2019-01-19,14,Credit card,641.9,32.095,6.7
655-07-2265,Yangon,Normal,Male,Electronic accessories,78.31,3,246.6765,2019-03-05,16,Ewallet,234.93,11.7465,5.4
589-02-8023,Yangon,Member,Male,Food and beverages,83.77,2,175.917,2019-01-15,10,Credit card,167.54,8.377,7.0
420-04-7590,Mandalay,Normal,Male,Home and lifestyle,99.7,3,314.055,2019-03-18,11,Ewallet,299.1,14.955,4.7
182-88-2763,Mandalay,Member,Male,Food and beverages,79.91,3,251.7165,2019-03-20,19,Credit card,239.73,11.9865,5.0
188-55-0967,Mandalay,Member,Male,Health and beauty,66.47,10,697.935,2019-01-15,15,Credit card,664.7,33.235,5.0
610-46-4100,Yangon,Normal,Male,Health and beauty,28.95,7,212.7825,2019-03-03,20,Credit card,202.65,10.1325,6.0
318-81-2368,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,48.51,2019-03-19,12,Cash,46.2,2.31,6.3
364-33-8584,Mandalay,Member,Female,Food and beverages,17.63,5,92.5575,2019-03-08,15,Cash,88.15,4.4075,8.5
665-63-9737,Mandalay,Normal,Male,Fashion accessories,52.42,3,165.123,2019-02-27,17,Ewallet,157.26,7.863,7.5
695-09-5146,Mandalay,Member,Female,Food and beverages,98.79,3,311.1885,2019-02-23,20,Ewallet,296.37,14.8185,6.4
155-45-3814,Naypyitaw,Member,Female,Electronic accessories,88.55,8,743.82,2019-03-19,15,Ewallet,708.4,35.42,4.7
794-32-2436,Mandalay,Member,Male,Electronic accessories,55.67,2,116.907,2019-03-27,15,Ewallet,111.34,5.567,6.0
131-15-8856,Naypyitaw,Member,Female,Food and beverages,72.52,8,609.168,2019-03-30,19,Credit card,580.16,29.008,4.0
273-84-2164,Naypyitaw,Member,Male,Electronic accessories,12.05,5,63.2625,2019-02-16,15,Ewallet,60.25,3.0125,5.5
706-36-6154,Yangon,Member,Male,Home and lifestyle,19.36,9,182.952,2019-01-18,18,Ewallet,174.24,8.712,8.7
778-89-7974,Naypyitaw,Normal,Male,Health and beauty,70.21,6,442.323,2019-03-30,14,Cash,421.26,21.063,7.4
574-31-8277,Mandalay,Member,Male,Fashion accessories,33.63,1,35.3115,2019-03-20,19,Cash,33.63,1.6815,5.6
859-71-0933,Naypyitaw,Member,Female,Sports and travel,15.49,2,32.529,2019-01-16,15,Cash,30.98,1.549,6.3
740-11-5257,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,259.77,2019-02-24,16,Cash,247.4,12.37,7.1
369-82-2676,Mandalay,Normal,Male,Electronic accessories,75.66,5,397.215,2019-01-15,18,Ewallet,378.3,18.915,7.8
563-47-4072,Mandalay,Normal,Female,Health and beauty,55.81,6,351.603,2019-01-22,11,Cash,334.86,16.743,9.9
